movie_id,title,year,rated,plot,imdb_rating,imdb_id
1585,Love Serenade,1996,1,"In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice di...",6.7,tt0116930
1586,G.I. Jane,1997,1,"Lt. Jordan, a US Navy topographic analyst, joins the US Navy Special Warfare Group and struggles to prove her worth in a unit dominated by men. But a cynical woman Texan senator has sold her out.",6.0,tt0119173
1587,Conan the Barbarian,1982,1,A powerful warrior seeks to avenge the genocide of his people and the murder of his parents at the hands of a snake cult.,6.9,tt0082198
1588,George of the Jungle,1997,2,A man raised in the jungle by apes falls in love with a wealthy American heiress.,5.6,tt0119190
1589,Cop Land,1997,1,"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",7.0,tt0118887
1590,Event Horizon,1997,1,A rescue crew is tasked with investigating the mysterious reappearance of a spaceship that had been lost for seven years.,6.6,tt0119081
1591,Spawn,1997,3,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",5.2,tt0120177
1592,Air Bud,1997,2,An unexpected player joins the school basketball team - a circus dog who escaped from a cruel master.,5.3,tt0118570
1593,Picture Perfect,1997,3,"Shy awkward young Mercer Advertising Agency executive Kate Mosley's life becomes increasingly complicated when she attempts to impress her boss by pretending to be engaged to wedding photographer Nick, whom she has just met.",5.5,tt0119896
1594,In the Company of Men,1997,1,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and rui...",7.1,tt0119361
1595,Free Willy 3: The Rescue,1997,2,16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,4.7,tt0119152
1596,Career Girls,1997,1,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",7.1,tt0118818
1597,Conspiracy Theory,1997,1,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",6.7,tt0118883
1598,Desperate Measures,1998,1,"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.",6.1,tt0118966
1599,Steel,1997,3,A scientist for the military turns himself into a cartoon-like superhero when a version of one of his own weapons is being used against enemies.,3.0,tt0120207
1600,She's So Lovely,1997,1,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",5.9,tt0120112
1601,Hoodlum,1997,1,Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.,6.3,tt0119311
1602,Leave It to Beaver,1997,2,"Theodore ""Beaver"" Cleaver, age 8, has misadventures and learns life lessons in this entertaining, hilarious tale of a small-town Ohio family and the daily trials of life.",5.2,tt0119509
1603,Mimic,1997,1,"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.",6.0,tt0119675
1604,Money Talks,1997,1,"Sought by police and criminals, a small-time hustler makes a deal with a TV newsman for protection.",6.2,tt0119695
1605,Excess Baggage,1997,3,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",5.4,tt0119086
1606,Kull the Conqueror,1997,3,A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,4.9,tt0119484
1608,Air Force One,1997,1,"Communist radicals led by Ivan Korshunov hijack Air Force One with US President James Marshall and his family on board. Vice President Kathryn Bennett negotiates from Washington D.C., while Marshall fights to rescue the hostages o...",6.5,tt0118571
1609,187,1997,,,5.2,tt0118532
1610,The Hunt for Red October,1990,2,"Moscow, Washington D.C. and a CIA Analyst track a rogue Soviet Captain and his new submarine.",7.5,tt0099810
1611,My Own Private Idaho,1991,1,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,7.0,tt0102494
1612,"Kiss Me, Guido",1997,1,"Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza baker (and aspiring actor), decides to move o...",6.0,tt0119465
1613,Star Maps,1997,1,Only in America. Only in Hollywood. Only in Beverly Hills could a young man with a dream make his way to the stars. Carlos is a precocious 18 year-old who returns to America from Mexico with dreams of becoming a movie star.,5.6,tt0120197
1614,In & Out,1997,3,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,6.4,tt0119360
1615,The Edge,1997,1,An intellectual billionaire and two other men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,6.9,tt0119051
1616,The Peacemaker,1997,1,A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,6.0,tt0119874
1617,L.A. Confidential,1997,1,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",8.2,tt0119488
1619,Seven Years in Tibet,1997,3,"Heinrich Harrer, an Austrian climber and Nazi supporter, breaks out of a British POW camp in India and treks to the holy city of Lhasa where he's employed as an instructor to the young 14th Dalai Lama and soon becomes his close co...",7.1,tt0120102
1620,Kiss the Girls,1997,1,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,6.6,tt0119468
1621,Soul Food,1997,1,"One person can keep a family together and, when that one person is gone, a family can be torn apart.",7.0,tt0120169
1622,Kicked in the Head,1997,1,Redmond is on a spiritual quest in NYC. Uncle Sam gives him a bag to deliver. That and his friend Stretch bring him in the middle of shoot-outs - not good for his angst. He meets a cute stewardess.,4.5,tt0119457
1623,Wishmaster,1997,1,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.",5.9,tt0120524
1624,A Thousand Acres,1997,1,A family is torn apart after a father gives his valuable farm land to his daughters.,6.1,tt0120323
1625,The Game,1997,1,A mysterious game invades a man's ordered existence.,7.7,tt0119174
1626,Fire Down Below,1997,1,A federal agent uncovers lucrative toxic waste dumps in Appalachia and must deal with the locals who want to keep their 'gold mine' secret.,5.1,tt0119123
1627,U Turn,1997,1,A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.,6.7,tt0120399
1628,The Locusts,1997,1,"A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.",6.1,tt0119557
1629,The MatchMaker,1997,1,"Marcy is an assistant to Senator John McGlory, who is having problems with a re-election campaign. Desperate for Irish votes, McGlory's chief of staff Nick sends Marcy to Ireland to trace McGlory's relatives or ancestors. Marcy ar...",6.5,tt0119632
1630,The Lay of the Land,1997,1,"Harvey Dankworth is having an affair on the side, and the problems in his family life with wife Mary Jane arise. But she is also not interested in sex with him.. They start going to psychiatrists and Mary Jane starts to have wild ...",4.8,tt0123953
1631,The Assignment,1997,1,"An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.",6.8,tt0118647
1632,A Smile Like Yours,1997,1,Greg Kinnear plays a carriage-shy husband in a romantic comedy about a couple trying to conceive a child.,4.8,tt0120151
1633,Ulee's Gold,1997,1,"A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts.",7.0,tt0120402
1635,The Ice Storm,1997,1,"In 1973 suburbia, several middle-class families experimenting with substance abuse and the swinging lifestyle find their lives spinning beyond their control.",7.3,tt0119349
1636,Stag,1997,1,"A group of men are having a bachelor party. But when misfortune befalls one of the strippers at the stag, a convoluted scheme is hatched by the party-goers to avoid blame.",5.6,tt0120192
1639,Chasing Amy,1997,1,"Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",7.2,tt0118842
1640,How to Be a Player,1997,1,A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.,5.3,tt0119326
1641,The Full Monty,1997,1,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",7.2,tt0119164
1643,"Mrs. Brown (Her Majesty, Mrs. Brown)",1997,2,"When Queen Victoria descends into deep mourning after the death of her husband Prince Albert in 1861, she finds solace in her trusted servant, Mr. John Brown, but their relationship also brings scandal and turmoil.",7.2,tt0119280
1644,I Know What You Did Last Summer,1997,1,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,5.8,tt0119345
1645,The Devil's Advocate,1997,1,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,7.5,tt0118971
1647,Playing God,1997,1,A disgraced surgeon leaves his former life and reinvents himself as a gunshot doctor in the criminal underworld.,5.6,tt0119906
1648,The House of Yes,1997,1,A mentally unbalanced young woman - who is convinced she is Jackie Kennedy - flies into a murderous rage when her brother returns home to reveal he is engaged.,6.6,tt0119324
1649,"Fast, Cheap & Out of Control",1997,2,"An exploration of the careers of four unrelated professionals: a lion tamer, a robotics expert, a topiary gardener, and a naked mole rat specialist.",7.1,tt0119107
1650,Washington Square,1997,2,"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.",6.7,tt0120481
1651,Telling Lies in America,1997,3,"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.",6.2,tt0120303
1652,Year of the Horse,1997,1,"This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.",6.6,tt0120539
1653,Gattaca,1997,3,"Vincent, an ""In-Valid,"" assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.",7.7,tt0119177
1654,FairyTale: A True Story,1997,2,"In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.",6.5,tt0119095
1655,Phantoms,1998,1,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",5.4,tt0119891
1656,Swept from the Sea,1997,3,"The story of Russian emigrant Yanko Goorall and servant Amy Foster in the end of nineteenth century. When Yanko enters a farm, sick and hungry after a shipwreck, everyone is afraid of him, except for Amy.",6.7,tt0120257
1657,Wonderland,1997,,"The director interviews residents of the Levittown community, which was intended to be an affordable housing community for soldiers returning from war. Several communities were built in the 1940s and 1950s, on the east coast.",7.1,tt0120529
1658,A Life Less Ordinary,1997,1,"Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.",6.3,tt0119535
1660,Eve's Bayou,1997,1,"What did little Eve see--and how will it haunt her? Husband, father and womanizer, Louis Batiste, is the head of an affluent family, but it's the women who rule this gothic world of secrets, lies and mystic forces.",7.2,tt0119080
1661,Switchback,1997,1,An FBI agent tries to catch a serial killer who kidnapped his son.,6.4,tt0119210
1662,Gang Related,1997,1,"After murdering an undercover DEA agent, two corrupt cops scramble to cover up what they've done.",6.4,tt0118900
1663,Stripes,1981,1,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,6.8,tt0083131
1665,Bean,1997,3,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,6.5,tt0118689
1666,Hugo Pool,1997,1,An LA pool cleaner/Alyssa Milano falls in love with a young man with ALS/Lou Gehrig's Disease.,5.0,tt0119327
1667,Mad City,1997,3,"A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.",6.3,tt0119592
1668,One Night Stand,1997,1,"Max has a one night stand with Karen in New York City. He returns to his wife, two kids and career in Los Angeles but is affected. A year later, Max and Karen meet again by chance, but this time they're with their spouses.",5.9,tt0119832
1669,The Tango Lesson,1997,2,A scriptwriter comes to Paris to work on her film. There she takes up tango lessons and forms a relationship with the dancer.,6.7,tt0120275
1670,Welcome To Sarajevo,1997,1,"American and British journalists Flynn and Michael Henderson, along with their respective news teams, meet at the beginning of the Bosnian war in Sarajevo. During their reports, the group find an orphanage run by the devoted Mrs. ...",6.7,tt0120490
1671,Deceiver,1997,1,"A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change.",6.5,tt0119527
1672,The Rainmaker,1997,3,A Memphis law school graduate battles an insurance giant.,7.2,tt0119978
1673,Boogie Nights,1997,1,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,7.9,tt0118749
1674,Witness,1985,1,"While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened.",7.4,tt0090329
1675,Incognito,1997,1,"Harry Donovan is an art forger who paints a fake Rembrandt picture for $500,000. Marieke, the woman he meets in Paris and gets into bed with, turns out to be the art expert whom Harry's clients are using to check the counterfeit p...",6.4,tt0119365
1676,Starship Troopers,1997,1,"Humans, in a fascist militaristic future, wage war with giant alien bugs.",7.3,tt0120201
1677,Critical Care,1997,1,A hospital resident is put in the middle of a legal battle between two half-sisters on whether to pull their comatose dad's life support. But more seems to be at stake than dad's life - his inheritance.,5.9,tt0118901
1678,The Joy Luck Club,1993,1,"Four Chinese women along with their mothers delve into their past and try to find answers. Slowly, this search helps them to understand the complex relationship they share with each other.",7.7,tt0107282
1680,Sliding Doors,1998,3,"After personal and professional setbacks, a woman experiences an alternate reality.",6.7,tt0120148
1681,Mortal Kombat: Annihilation,1997,3,A group of martial-arts warriors must save the Earth from an extra-dimensional invasion.,3.6,tt0119707
1682,The Truman Show,1998,2,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,8.2,tt0120382
1683,The Wings of the Dove,1997,1,"An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying...",7.1,tt0120520
1684,Mrs. Dalloway,1997,3,"In 1923 London, socialite Clarissa Dalloway's well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.",6.5,tt0119723
1685,"I Love You, I Love You Not",1996,3,Prep school student Daisy and her European-born grandmother Nana share the sad stories of their lives. Daisy tells Nana of her romance with young Ethan and problems in school because she's Jewish and Nana tells of her young years ...,5.3,tt0116592
1686,Red Corner,1997,1,"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",6.3,tt0119994
1687,The Jackal,1997,1,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",6.4,tt0119395
1688,Anastasia,1997,4,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",7.2,tt0118617
1689,The Man Who Knew Too Little,1997,2,Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.,6.6,tt0120483
1690,Alien: Resurrection,1997,1,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.",6.2,tt0118583
1693,Amistad,1997,1,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legal...",7.3,tt0118607
1694,The Apostle,1997,3,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",7.2,tt0118632
1695,Artemisia,1997,1,"Artemisia Gentileschi (1593-1653) was one of the first well-known female painters. The movie tells the story of her youth, when she was guided and protected by her father, the painter Orazio Gentileschi. Her professional curiosity...",6.7,tt0123385
1696,Bent,1997,5,"In 1930s Berlin, a gay Jew is sent to a concentration camp under the Nazi regime.",7.1,tt0118698
1698,"Boys, Les",1997,,"Ever wanted to know what guys say when they get together? This light- hearted comedy explores the male world through an amateur hockey team. Every male stereotype is analyzed, comically of course.",6.7,tt0118764
1701,Deconstructing Harry,1997,1,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",7.3,tt0118954
1702,Flubber,1997,2,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",5.3,tt0119137
1703,For Richer or Poorer,1997,3,"An unhappily-married Manhattan socialite couple flee from the IRS and end up in Amish country, where they pretend to be visiting relatives.",5.8,tt0119142
1704,Good Will Hunting,1997,1,"A therapist counsels Will Hunting, a janitor with a genius IQ.",8.3,tt0119217
1705,Guy,1996,1,"A young woman with a camera follows a man around to make a documentary about him, something he is not very happy with.",6.1,tt0116465
1707,Home Alone 3,1997,2,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off four international criminals who are seeking a top-secret microchip in his toy car.",4.6,tt0119303
1708,Ill Gotten Gains,1997,1,"WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned.",5.3,tt0119352
1709,Legal Deceit,1997,,Sydney Banks learns the hard way that being driven and educated is not the path to success. With the help of Todd Hunter her career takes off. Sydney gets pulled into corporate blackmail and murder. With the help of boyfriend Dere...,3.4,tt0130073
1711,Midnight in the Garden of Good and Evil,1997,1,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, who he befriends.",6.6,tt0119668
1714,Never Met Picasso,1996,,"A gay thirty year old lives at home and is in the midst of a serious creative funk. Rejected by numerous art schools and lacking romantic prospects, he looks to his charismatic Uncle Alfred for inspiration.",5.6,tt0117167
1715,Office Killer,1997,1,"A mousy office worker accidentally kills one of her coworkers, then proceeds to bump off a few others.",5.2,tt0119819
1717,Scream 2,1997,1,"Sidney Prescott, now enrolled at a college in Ohio, is faced with another Ghostface killer eliminating her classmates.",6.3,tt0120082
1718,Stranger in the House,1997,1,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",5.3,tt0120222
1719,The Sweet Hereafter,1997,1,"A bus crash in a small town brings a lawyer to defend the families, but he discovers everything isn't what it seems.",7.4,tt0120255
1721,Titanic,1997,3,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",7.9,tt0120338
1722,Tomorrow Never Dies,1997,3,James Bond is sent to disrupt a media mogul's plot to foment a war between China and the United Kingdom.,6.5,tt0120347
1723,Twisted,1996,,"A retelling of Charles Dickens' classic novel Oliver Twist set in a New York City contemporary underground populated by drag queens, drug abuse and prostitution.",4.6,tt0117994
1724,Full Speed,1996,,"A brief extract of four kids' lives somewhere in France. Quentin, who won a writers contest and now pays more attention to his career as an author than to his friends, beautiful Julie, his girl-friend, much more mature than she lo...",6.2,tt0118230
1725,The Education of Little Tree,1997,2,Little Tree is an 8-year-old Cherokee boy who loses his parents during The Great Depression and begins living with his Indian grandparents and learning the Cherokee way of life.,7.1,tt0119052
1726,The Postman,1997,1,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,6.1,tt0119925
1727,The Horse Whisperer,1998,3,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,6.7,tt0119314
1728,The Winter Guest,1997,1,"A recent widow, who is determined to leave Scotland for Australia with her son, gets an unexpected visit from her aging mother.",6.8,tt0120521
1729,Jackie Brown,1997,1,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.",7.5,tt0119396
1730,Kundun,1997,3,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",7.0,tt0119485
1731,Mr. Magoo,1997,2,The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,4.1,tt0119718
1732,The Big Lebowski,1998,1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",8.1,tt0118715
1733,Afterglow,1997,1,A handyman with marital problems meets a housewife with the same.,6.0,tt0118566
1735,Great Expectations,1998,1,Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,6.8,tt0119223
1738,Vermin,1998,,Two supermarket clerks and their evil manager must track down the world's biggest rat.,2.8,tt0382363
1740,Men of Means,1998,,"In a world where two men in close proximity will eventually draw guns, Rico ""BULLET"" Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career through his own folly, Rico must now decide ...",5.5,tt0119655
1741,"Midaq Alley (Callejón de los milagros, El)",1995,,The lives of men and women living on Callejón de los Milagros in Mexico City.,7.3,tt0112619
1742,Caught Up,1998,1,Daryl wants to go straight after years in prison. He meets a cute girl who helps him find an honest job driving. He wants to save up and open a nightclub. But then gems and mayhem pop up.,5.4,tt0119988
1744,Firestorm,1998,1,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as...",4.8,tt0120670
1746,Senseless,1998,1,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,6.0,tt0120820
1747,Wag the Dog,1997,1,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",7.1,tt0120885
1748,Dark City,1998,1,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",7.6,tt0118929
1749,The Leading Man,1996,1,"A successful playwright falls in love with his new actress Hilary (Thandie Newton) and, in an attempt to leave his wife Elena (Anna Galiena) without incident, recruits a handsome Hollywood actor (Jon Bon Jovi) to seduce her.",5.6,tt0116845
1750,Star Kid,1997,2,"Spencer Griffith's life changes when a meteor falls into a local junkyard, and he finds a Cybersuit, an exoskeleton with AI from another galaxy. When Spencer puts on the Cybersuit he becomes a different kind of person.",5.3,tt0120478
1752,Hard Rain,1998,1,The partner and nephew of an armored-truck driver tries to prevent three million dollars from being taken by a gang during a catastrophic flooding caused by a severe storm.,5.9,tt0120696
1753,Half Baked,1998,1,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,6.6,tt0120693
1754,Fallen,1998,1,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.",7.0,tt0119099
1755,Shooting Fish,1997,2,Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.,6.5,tt0120122
1756,The Prophecy II,1998,1,"When the powers of good and evil again descend to Earth in a battle over mankind, the only hope for survival is the unborn child of an innocent woman. With the help of a mysterious stranger, she races to protect her child and save mankind.",5.8,tt0118643
1758,Dangerous Beauty,1998,1,"A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",7.1,tt0118892
1759,Four Days in September,1997,1,"Brazillian urban guerrilla fighters kidnap the American Ambassador. Now, the diplomat's life hangs in the balance - helplessly caught between a government unwilling to cooperate - and his fear of the captors themselves.",7.4,tt0119815
1760,Spice World,1997,2,World-famous pop group the Spice Girls zip around London in their luxurious double-decker tour bus having various adventures and performing for their fans.,3.7,tt0120185
1762,Deep Rising,1998,1,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.",6.1,tt0118956
1764,Tainted,1998,1,A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.,4.1,tt0128690
1765,A Letter From Death Row,1998,1,"A psychological thriller (...or is it?) that takes you through the mind of convicted killer, Michael Raine, and his experiences on death row... or does it? Was he guilty of killing his girlfriend or was he a victim of a conspiracy...",3.7,tt0119521
1767,Music From Another Room,1998,3,A man's search for his one true love whose birth he assisted in as a five-year-old.,6.3,tt0119734
1769,The Replacement Killers,1998,1,"A troubled hitman seeks aid from a forger to help him get papers to China. However, the drug lord has hired replacements to finish the job, and kill the hitman.",6.1,tt0120008
1770,B. Monkey,1998,1,A young woman attempts to end her criminal career. But she needs love to make it.,5.9,tt0120594
1771,Night Flier,1997,1,A reporter is on the trail of a vampiric murderer who travels by plane.,6.0,tt0119784
1772,Blues Brothers 2000,1998,3,"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""",4.9,tt0118747
1773,Tokyo Fist,1995,,"Suspecting that his childhood friend, a professional boxer, is having a love affair with his fiancée, a businessman starts training rigorously in order to take him down.",7.0,tt0114690
1774,Mass Transit,1998,,,6.8,tt0133090
1776,Ride,1998,1,A group of young people take an old bus from Harlem to Miami to make a rap music video there.,4.4,tt0120707
1777,The Wedding Singer,1998,3,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",6.9,tt0120888
1779,Sphere,1998,3,A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,6.1,tt0120184
1783,Palmetto,1998,1,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,6.1,tt0120782
1784,As Good As It Gets,1997,3,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",7.7,tt0119822
1785,King of New York,1990,1,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,6.9,tt0099939
1787,A Paralyzing Fear: The Story of Polio in America,1998,,Few know the story of how polio came to America in 1916 and grew into the frightening epidemics of the 1940's and 50's when the diseases crippled tens of thousands of children every summer.,7.8,tt0145302
1788,Men With Guns,1997,1,"Humberto Fuentes is a wealthy doctor whose wife has recently died. In spite of the advice of his children, he takes a trip to visit his former students who now work in impoverished villages. His trip soon becomes a quest, politica...",7.6,tt0119657
1789,The Sadness of Sex,1995,,"Comprised of fifteen vignettes of varying lengths, The Sadness of Sex (1995) is about love, but more specifically about the phases of courtship that lead to the inevitable break-up.",6.5,tt0114322
1791,Twilight,1998,1,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",6.2,tt0119594
1793,Welcome to Woop-Woop,1997,1,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,5.7,tt0120491
1794,Love and Death on Long Island,1997,3,Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates everything about the movie and Ronnie. After tha...,6.9,tt0119574
1796,In God's Hands,1998,3,"Three pro surfers - gifted Shane, once-great Mickey and rising young star Keoni travel to Madagascar, Bali and Hawaii in search for the ultimate wave.",5.4,tt0140282
1797,Everest,1998,,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the ...",7.0,tt0120661
1798,Hush,1998,3,"Newlyweds move to the family thoroughbred horse ranch, where the husband's obsessive mother resolves to get rid of her new daughter-in-law.",5.5,tt0118744
1799,Suicide Kings,1997,1,A group of youngsters kidnap a respected Mafia figure.,6.9,tt0120241
1801,The Man in the Iron Mask,1998,3,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,6.5,tt0120744
1804,The Newton Boys,1998,3,"The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.",6.1,tt0120769
1805,Wild Things,1998,1,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,6.6,tt0120890
1806,Paulie,1998,2,A talking parrot named Paulie recounts his travels to look for his original owner to a Russian janitor who helps him to the end of his journey.,6.5,tt0125454
1807,A Cool Dry Place,1998,3,"Russell, single father balances his work as a lawyer with the care of his five-year-old son, after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and a job opportunity of a li...",6.1,tt0120642
